time	V(vout)
Step Information: Run=0  (Run: 1/65)
5.714391648391042e+000	3.294213e+000
5.714391649297728e+000	3.294582e+000
5.714391650163956e+000	3.294736e+000
5.714391655680185e+000	3.295407e+000
5.714391661984448e+000	3.296006e+000
5.714391674592974e+000	3.296874e+000
5.714391695405467e+000	3.297809e+000
5.714391715307023e+000	3.298346e+000
5.714391742734394e+000	3.298761e+000
5.714391778411584e+000	3.299064e+000
5.714391827057493e+000	3.299286e+000
5.714391895091521e+000	3.299446e+000
5.714391995441448e+000	3.299561e+000
5.714392145578737e+000	3.299642e+000
5.714392385005951e+000	3.299700e+000
5.714392774670612e+000	3.299738e+000
5.714393453913621e+000	3.299765e+000
5.714394668365212e+000	3.299782e+000
5.714397016649857e+000	3.299793e+000
5.714411016402583e+000	3.299801e+000
5.714429682739550e+000	3.299803e+000
5.719170932329334e+000	3.299803e+000
5.723949514593053e+000	3.299803e+000
5.733506679120491e+000	3.299804e+000
5.743272304120491e+000	3.299804e+000
5.753037929120491e+000	3.299805e+000
5.762803554120491e+000	3.299806e+000
5.772569179120491e+000	3.299806e+000
5.792100429120491e+000	3.299808e+000
5.811631679120491e+000	3.299809e+000
5.831162929120491e+000	3.299810e+000
5.860459804120491e+000	3.299811e+000
5.889756679120491e+000	3.299812e+000
5.919053554120491e+000	3.299813e+000
5.948350429120491e+000	3.299814e+000
5.977647304120491e+000	3.299814e+000
6.016709804120491e+000	3.299815e+000
6.055772304120491e+000	3.299815e+000
6.094834804120491e+000	3.299815e+000
6.133897304120491e+000	3.299814e+000
6.163194179120491e+000	3.299810e+000
6.172959804120491e+000	3.299806e+000
6.182725429120491e+000	3.299797e+000
6.183946132245491e+000	3.299794e+000
6.186387538495491e+000	3.299784e+000
6.186997890057991e+000	3.299778e+000
6.188218593182991e+000	3.299757e+000
6.188523768964241e+000	3.299739e+000
6.189134120526741e+000	3.299621e+000
6.189286708417366e+000	3.299462e+000
6.189324855390022e+000	3.299296e+000
6.189334392133186e+000	3.299194e+000
6.189336776318977e+000	3.299149e+000
6.189341544690559e+000	3.299028e+000
6.189342736783455e+000	3.298986e+000
6.189345120969246e+000	3.298847e+000
6.189349889340828e+000	3.298406e+000
6.189350818911810e+000	3.298210e+000
6.189352678053774e+000	3.297550e+000
6.189352928049290e+000	3.297400e+000
6.189353428040325e+000	3.296904e+000
6.189354030077314e+000	3.296064e+000
6.189354138223667e+000	3.295829e+000
6.189354354516373e+000	3.295121e+000
6.189354623656723e+000	3.293789e+000
6.189354836886603e+000	3.291998e+000
6.189354993685472e+000	3.289653e+000
6.189355121258069e+000	3.286263e+000
6.189355225195519e+000	3.281362e+000
6.189355313650028e+000	3.273959e+000
6.189355392421580e+000	3.262305e+000
6.189355467220856e+000	3.242617e+000
6.189355548620525e+000	3.206316e+000
6.189355626695789e+000	3.151376e+000
6.189355730287605e+000	3.051345e+000
6.189355841251745e+000	2.924254e+000
6.189355974372886e+000	2.759864e+000
6.189356139067885e+000	2.551442e+000
6.189356459117931e+000	2.142889e+000
6.189357108907039e+000	1.311019e+000
6.189357178917987e+000	1.221401e+000
6.189357258930499e+000	1.119066e+000
6.189357418955522e+000	9.149224e-001
6.189357739005568e+000	5.089987e-001
6.189357926872781e+000	2.745311e-001
6.189358047535498e+000	1.301632e-001
6.189358114589892e+000	5.791048e-002
6.189358151631775e+000	2.599870e-002
6.189358172102236e+000	1.451870e-002
6.189358197015392e+000	6.670392e-003
6.189358207453483e+000	4.837369e-003
6.189358221040267e+000	3.556343e-003
6.189358236554528e+000	2.637659e-003
6.189358256485590e+000	1.929180e-003
6.189358278693572e+000	1.465136e-003
6.189358310503360e+000	1.089780e-003
6.189358349785122e+000	8.334997e-004
6.189358408369575e+000	6.339179e-004
6.189358485403992e+000	5.005134e-004
6.189358609807801e+000	3.979345e-004
6.189358786256297e+000	3.306346e-004
6.189359093745692e+000	2.806317e-004
6.189359570462215e+000	2.487177e-004
6.189360480981668e+000	2.261533e-004
6.189362031067659e+000	2.125608e-004
6.189365131239641e+000	2.042775e-004
6.189371331583605e+000	1.998473e-004
6.189383732271534e+000	1.980499e-004
6.189458136399102e+000	1.976499e-004
6.211822860334034e+000	1.959965e-004
6.231354110334034e+000	1.946003e-004
6.250885360334034e+000	1.933417e-004
6.270416610334034e+000	1.922072e-004
6.289947860334034e+000	1.911847e-004
6.309479110334034e+000	1.902630e-004
6.329010360334034e+000	1.894322e-004
6.348541610334034e+000	1.886834e-004
6.368072860334034e+000	1.880084e-004
6.387604110334034e+000	1.874001e-004
6.407135360334034e+000	1.868519e-004
6.426666610334034e+000	1.863583e-004
6.446197860334034e+000	1.859148e-004
6.465729110334034e+000	1.855189e-004
6.485260360334034e+000	1.851714e-004
6.504791610334034e+000	1.848786e-004
6.524322860334034e+000	1.846553e-004
6.543854110334034e+000	1.845297e-004
6.563385360334034e+000	1.845499e-004
6.582916610334034e+000	1.848023e-004
6.602447860334034e+000	1.854536e-004
6.621979110334034e+000	1.868908e-004
6.641510360334034e+000	1.907243e-004
6.651275985334034e+000	1.978425e-004
6.661041610334034e+000	2.160347e-004
6.662262313459034e+000	2.240244e-004
6.663177840802784e+000	2.414662e-004
6.663330428693409e+000	2.465697e-004
6.663635604474659e+000	2.613962e-004
6.663711898419972e+000	2.667581e-004
6.663864486310597e+000	2.886721e-004
6.664169662091847e+000	3.793894e-004
6.664245956037159e+000	4.363683e-004
6.664265029523487e+000	4.724730e-004
6.664303176496143e+000	5.995277e-004
6.664312713239307e+000	6.924327e-004
6.664331786725636e+000	1.045032e-003
6.664333040217581e+000	1.095663e-003
6.664335547201473e+000	1.292610e-003
6.664338600956490e+000	1.664165e-003
6.664339364395244e+000	1.845535e-003
6.664340891272752e+000	2.424954e-003
6.664341222460144e+000	2.639133e-003
6.664341884834929e+000	3.278241e-003
6.664342050428625e+000	3.513489e-003
6.664342381616017e+000	4.211309e-003
6.664342656087010e+000	5.060004e-003
6.664342858176095e+000	6.039450e-003
6.664343033215495e+000	7.365203e-003
6.664343169231315e+000	8.977632e-003
6.664343284871703e+000	1.116631e-002
6.664343391184252e+000	1.445438e-002
6.664343485893038e+000	1.938749e-002
6.664343570204089e+000	2.695973e-002
6.664343647454388e+000	3.906333e-002
6.664343722364538e+000	5.969568e-002
6.664343803144158e+000	9.704606e-002
6.664343883167830e+000	1.548234e-001
6.664343992303678e+000	2.618159e-001
6.664344107320287e+000	3.946388e-001
6.664344245671035e+000	5.662006e-001
6.664344418300685e+000	7.850217e-001
6.664344761083521e+000	1.222826e+000
6.664345446649195e+000	2.100247e+000
6.664345618040613e+000	2.319145e+000
6.664345960823450e+000	2.754649e+000
6.664346159692428e+000	3.003641e+000
6.664346289180521e+000	3.159496e+000
6.664346360734335e+000	3.237272e+000
6.664346400321207e+000	3.271994e+000
6.664346421187567e+000	3.284937e+000
6.664346435770499e+000	3.290507e+000
6.664346452803368e+000	3.294288e+000
6.664346463606498e+000	3.295750e+000
6.664346476847308e+000	3.296832e+000
6.664346490521514e+000	3.297541e+000
6.664346507832524e+000	3.298097e+000
6.664346534797862e+000	3.298614e+000
6.664346565278312e+000	3.298949e+000
6.664346608253200e+000	3.299202e+000
6.664346667246964e+000	3.299386e+000
6.664346752112824e+000	3.299518e+000
6.664346878925374e+000	3.299612e+000
6.664347074346502e+000	3.299678e+000
6.664347392698465e+000	3.299724e+000
6.664347925904909e+000	3.299755e+000
6.664348880397393e+000	3.299776e+000
6.664350641501759e+000	3.299789e+000
6.664361202730392e+000	3.299801e+000
6.664375284368568e+000	3.299802e+000
6.671556919838580e+000	3.299803e+000
6.678766718584945e+000	3.299803e+000
6.688532343584945e+000	3.299804e+000
6.698297968584945e+000	3.299805e+000
6.708063593584945e+000	3.299806e+000
6.717829218584945e+000	3.299806e+000
6.727594843584945e+000	3.299807e+000
6.747126093584945e+000	3.299808e+000
6.766657343584945e+000	3.299809e+000
6.786188593584945e+000	3.299810e+000
6.815485468584945e+000	3.299811e+000
6.844782343584945e+000	3.299812e+000
6.874079218584945e+000	3.299813e+000
6.903376093584945e+000	3.299814e+000
6.932672968584945e+000	3.299814e+000
6.971735468584945e+000	3.299815e+000
7.010797968584945e+000	3.299815e+000
7.049860468584945e+000	3.299815e+000
7.098688593584945e+000	3.299813e+000
7.118219843584945e+000	3.299809e+000
7.127985468584945e+000	3.299798e+000
7.137751093584945e+000	3.299744e+000
7.138971796709945e+000	3.299699e+000
7.139009943682601e+000	3.299693e+000
7.139086237627914e+000	3.299665e+000
7.139238825518539e+000	3.299557e+000
7.139276972491195e+000	3.299496e+000
7.139286509234359e+000	3.299463e+000
7.139305582720687e+000	3.299361e+000
7.139310351092269e+000	3.299318e+000
7.139319887835433e+000	3.299194e+000
7.139322272021224e+000	3.299147e+000
7.139327040392806e+000	3.299015e+000
7.139328232485702e+000	3.298969e+000
7.139330616671493e+000	3.298802e+000
7.139335385043075e+000	3.298249e+000
7.139336164006180e+000	3.298025e+000
7.139337721932392e+000	3.297260e+000
7.139337897586395e+000	3.297119e+000
7.139338248894400e+000	3.296657e+000
7.139338788693669e+000	3.295526e+000
7.139339166608018e+000	3.294264e+000
7.139339211818919e+000	3.294022e+000
7.139339302240723e+000	3.293351e+000
7.139339443343717e+000	3.291908e+000
7.139339599003976e+000	3.289361e+000
7.139339729424329e+000	3.285616e+000
7.139339834334025e+000	3.280161e+000
7.139339921793822e+000	3.271975e+000
7.139339999423049e+000	3.259057e+000
7.139340074115682e+000	3.237112e+000
7.139340154560615e+000	3.197588e+000
7.139340234746602e+000	3.136698e+000
7.139340348933168e+000	3.020875e+000
7.139340470629479e+000	2.878055e+000
7.139340605862359e+000	2.709451e+000
7.139340796609679e+000	2.467225e+000
7.139341178104317e+000	1.979756e+000
7.139341941093594e+000	1.004115e+000
7.139342327796452e+000	5.117142e-001
7.139342424472167e+000	3.905958e-001
7.139342617823596e+000	1.560368e-001
7.139342703317892e+000	6.205665e-002
7.139342748250524e+000	2.346988e-002
7.139342769602625e+000	1.224769e-002
7.139342793401847e+000	5.779274e-003
7.139342802068331e+000	4.485927e-003
7.139342817340350e+000	3.245103e-003
7.139342833515743e+000	2.408228e-003
7.139342853627060e+000	1.791832e-003
7.139342878211886e+000	1.351294e-003
7.139342912149846e+000	1.009731e-003
7.139342955640772e+000	7.713060e-004
7.139343018064938e+000	5.940571e-004
7.139343106713595e+000	4.681472e-004
7.139343241094448e+000	3.777481e-004
7.139343448374104e+000	3.147976e-004
7.139343788137995e+000	2.709788e-004
7.139344361679520e+000	2.414673e-004
7.139345391655920e+000	2.219770e-004
7.139347314388743e+000	2.097827e-004
7.139358831512393e+000	1.991011e-004
7.139374187677259e+000	1.978880e-004
7.164833813169985e+000	1.957696e-004
7.184365063169985e+000	1.943960e-004
7.203896313169985e+000	1.931574e-004
7.223427563169985e+000	1.920410e-004
7.242958813169985e+000	1.910348e-004
7.262490063169985e+000	1.901278e-004
7.282021313169985e+000	1.893103e-004
7.301552563169985e+000	1.885735e-004
7.321083813169985e+000	1.879093e-004
7.340615063169985e+000	1.873107e-004
7.360146313169985e+000	1.867713e-004
7.379677563169985e+000	1.862857e-004
7.399208813169985e+000	1.858497e-004
7.418740063169985e+000	1.854611e-004
7.438271313169985e+000	1.851216e-004
7.457802563169985e+000	1.848383e-004
7.477333813169985e+000	1.846278e-004
7.496865063169985e+000	1.845209e-004
7.516396313169985e+000	1.845699e-004
7.535927563169985e+000	1.848704e-004
7.555458813169985e+000	1.856092e-004
7.574990063169985e+000	1.872476e-004
7.594521313169985e+000	1.920787e-004
7.604286938169985e+000	2.096723e-004
7.614052563169985e+000	2.567793e-004
7.614071636656314e+000	2.619300e-004
7.614186077574282e+000	3.302667e-004
7.614205151060610e+000	3.441732e-004
7.614243298033267e+000	3.957224e-004
7.614319591978579e+000	6.282511e-004
7.614338665464907e+000	8.035961e-004
7.614343433836489e+000	1.006211e-003
7.614352970579653e+000	1.838090e-003
7.614353461872519e+000	1.955587e-003
7.614354444458250e+000	2.364632e-003
7.614354690104683e+000	2.510740e-003
7.614355181397549e+000	2.961863e-003
7.614355803895637e+000	3.765765e-003
7.614355923362620e+000	4.002566e-003
7.614356162296586e+000	4.716210e-003
7.614356426420671e+000	5.881480e-003
7.614356610896797e+000	7.169262e-003
7.614356749426016e+000	8.717484e-003
7.614356868758275e+000	1.085170e-002
7.614356977031046e+000	1.401582e-002
7.614357073182512e+000	1.874693e-002
7.614357158418326e+000	2.597215e-002
7.614357236154204e+000	3.745943e-002
7.614357311003073e+000	5.697985e-002
7.614357392304599e+000	9.278700e-002
7.614357471215000e+000	1.475978e-001
7.614357575726051e+000	2.475774e-001
7.614357688962798e+000	3.768007e-001
7.614357826029126e+000	5.459857e-001
7.614357989688765e+000	7.531257e-001
7.614358304812829e+000	1.155412e+000
7.614358935060956e+000	1.961917e+000
7.614359465069766e+000	2.638457e+000
7.614359752614386e+000	3.000092e+000
7.614359909253526e+000	3.185563e+000
7.614359987840673e+000	3.262840e+000
7.614360021087705e+000	3.283474e+000
7.614360053773117e+000	3.293818e+000
7.614360068517920e+000	3.296266e+000
7.614360087014859e+000	3.297606e+000
7.614360097751173e+000	3.298010e+000
7.614360110819228e+000	3.298327e+000
7.614360136955339e+000	3.298728e+000
7.614360166733128e+000	3.299006e+000
7.614360213368214e+000	3.299243e+000
7.614360282754960e+000	3.299428e+000
7.614360367804108e+000	3.299540e+000
7.614360520049804e+000	3.299633e+000
7.614360721810362e+000	3.299689e+000
7.614361115838999e+000	3.299735e+000
7.614361676763597e+000	3.299761e+000
7.614362798612793e+000	3.299779e+000
7.614365042311183e+000	3.299791e+000
7.614378504501529e+000	3.299801e+000
7.614396454088657e+000	3.299803e+000
7.618955649219093e+000	3.299803e+000
7.623550743523785e+000	3.299803e+000
7.632740932133168e+000	3.299804e+000
7.642506557133168e+000	3.299804e+000
7.652272182133168e+000	3.299805e+000
7.662037807133168e+000	3.299806e+000
7.671803432133168e+000	3.299806e+000
7.691334682133168e+000	3.299808e+000
7.710865932133168e+000	3.299809e+000
7.730397182133168e+000	3.299809e+000
7.759694057133168e+000	3.299811e+000
7.788990932133168e+000	3.299812e+000
7.818287807133168e+000	3.299813e+000
7.847584682133168e+000	3.299814e+000
7.876881557133168e+000	3.299814e+000
7.915944057133168e+000	3.299815e+000
7.955006557133168e+000	3.299815e+000
7.994069057133168e+000	3.299815e+000
8.033131557133167e+000	3.299814e+000
8.062428432133167e+000	3.299811e+000
8.072194057133167e+000	3.299806e+000
8.085621791508167e+000	3.299788e+000
8.086232143070667e+000	3.299785e+000
8.087452846195667e+000	3.299773e+000
8.087758021976917e+000	3.299768e+000
8.088368373539417e+000	3.299753e+000
8.088472798180964e+000	3.299749e+000
8.088681647464059e+000	3.299731e+000
8.089099346030247e+000	3.299663e+000
8.089203770671794e+000	3.299623e+000
8.089229876832182e+000	3.299600e+000
8.089282089152956e+000	3.299529e+000
8.089295142233150e+000	3.299495e+000
8.089321248393537e+000	3.299385e+000
8.089327774933633e+000	3.299331e+000
8.089340828013826e+000	3.299151e+000
8.089344091283875e+000	3.299058e+000
8.089350617823971e+000	3.298728e+000
8.089352249458996e+000	3.298527e+000
8.089355512729044e+000	3.297852e+000
8.089356153796619e+000	3.297527e+000
8.089357130200975e+000	3.296541e+000
8.089357262976000e+000	3.296319e+000
8.089357528526049e+000	3.295670e+000
8.089357818865269e+000	3.294589e+000
8.089358098877813e+000	3.292801e+000
8.089358277298706e+000	3.290729e+000
8.089358415592022e+000	3.287831e+000
8.089358526684013e+000	3.283710e+000
8.089358620265127e+000	3.277571e+000
8.089358702306502e+000	3.268068e+000
8.089358778047657e+000	3.252604e+000
8.089358853548907e+000	3.225914e+000
8.089358932668043e+000	3.180287e+000
8.089359019010020e+000	3.106959e+000
8.089359139388598e+000	2.977076e+000
8.089359273182785e+000	2.815728e+000
8.089359416726442e+000	2.635186e+000
8.089359656198198e+000	2.330131e+000
8.089360135141710e+000	1.718092e+000
8.089361093028733e+000	5.053228e-001
8.089361466808898e+000	8.116035e-002
8.089361577716840e+000	1.329362e-002
8.089361688699018e+000	9.464640e-004
8.089361714006078e+000	7.238536e-004
8.089361740484129e+000	6.443099e-004
8.089361793440235e+000	5.401381e-004
8.089361854886116e+000	4.639613e-004
8.089361977777877e+000	3.856593e-004
8.089362200211340e+000	3.177435e-004
8.089362645078266e+000	2.674766e-004
8.089363534812117e+000	2.332309e-004
8.089365314279819e+000	2.142682e-004
8.089368873215225e+000	2.040260e-004
8.089375991086035e+000	1.995804e-004
8.089390226827657e+000	1.979792e-004
8.113704779764808e+000	1.958709e-004
8.133236029764808e+000	1.944833e-004
8.152767279764808e+000	1.932372e-004
8.172298529764808e+000	1.921139e-004
8.191829779764808e+000	1.911015e-004
8.211361029764808e+000	1.901889e-004
8.230892279764808e+000	1.893664e-004
8.250423529764808e+000	1.886250e-004
8.269954779764808e+000	1.879567e-004
8.289486029764808e+000	1.873544e-004
8.309017279764808e+000	1.868116e-004
8.328548529764808e+000	1.863229e-004
8.348079779764808e+000	1.858840e-004
8.367611029764808e+000	1.854927e-004
8.387142279764808e+000	1.851501e-004
8.406673529764808e+000	1.848631e-004
8.426204779764808e+000	1.846479e-004
8.445736029764808e+000	1.845340e-004
8.465267279764808e+000	1.845727e-004
8.484798529764808e+000	1.848498e-004
8.504329779764808e+000	1.855449e-004
8.523861029764808e+000	1.870996e-004
8.543392279764808e+000	1.914887e-004
8.553157904764808e+000	2.023179e-004
8.562923529764808e+000	2.845679e-004
8.564144232889808e+000	3.617231e-004
8.564182379862464e+000	3.791510e-004
8.564258673807776e+000	4.536802e-004
8.564277747294105e+000	4.989723e-004
8.564315894266761e+000	6.829060e-004
8.564325431009925e+000	7.760199e-004
8.564327815195716e+000	8.173031e-004
8.564332583567298e+000	9.271954e-004
8.564333775660193e+000	9.640784e-004
8.564336159845984e+000	1.084142e-003
8.564340928217566e+000	1.448305e-003
8.564341951942767e+000	1.606561e-003
8.564343999393168e+000	2.131573e-003
8.564344451121215e+000	2.340560e-003
8.564345354577309e+000	2.991415e-003
8.564345580441334e+000	3.251110e-003
8.564346032169381e+000	3.998448e-003
8.564346145101393e+000	4.264961e-003
8.564346370965417e+000	5.043510e-003
8.564346600318491e+000	6.203724e-003
8.564346773849071e+000	7.578849e-003
8.564346904869485e+000	9.230857e-003
8.564347019464918e+000	1.154691e-002
8.564347123819157e+000	1.500392e-002
8.564347216882768e+000	2.021254e-002
8.564347299985002e+000	2.824438e-002
8.564347376627360e+000	4.117683e-002
8.564347451683585e+000	6.332032e-002
8.564347531868991e+000	1.027181e-001
8.564347613561409e+000	1.646003e-001
8.564347730172450e+000	2.825964e-001
8.564347855539031e+000	4.296806e-001
8.564347994463912e+000	6.029982e-001
8.564348187415790e+000	8.481358e-001
8.564348573319547e+000	1.341301e+000
8.564349345127063e+000	2.328084e+000
8.564349728168059e+000	2.814134e+000
8.564349958453432e+000	3.098407e+000
8.564350076053186e+000	3.229834e+000
8.564350134111464e+000	3.278998e+000
8.564350156342362e+000	3.290021e+000
8.564350168166662e+000	3.293519e+000
8.564350175882366e+000	3.295035e+000
8.564350184927863e+000	3.296022e+000
8.564350192206497e+000	3.296623e+000
8.564350200151054e+000	3.297122e+000
8.564350209178699e+000	3.297555e+000
8.564350218003876e+000	3.297880e+000
8.564350230515309e+000	3.298224e+000
8.564350243196186e+000	3.298481e+000
8.564350263161906e+000	3.298763e+000
8.564350284063298e+000	3.298961e+000
8.564350324005607e+000	3.299197e+000
8.564350361153249e+000	3.299331e+000
8.564350435448530e+000	3.299476e+000
8.564350517558221e+000	3.299564e+000
8.564350681777603e+000	3.299645e+000
8.564350959757189e+000	3.299705e+000
8.564351515716361e+000	3.299747e+000
8.564352627634706e+000	3.299775e+000
8.564354851471396e+000	3.299790e+000
8.564368194491538e+000	3.299801e+000
8.564385985185060e+000	3.299803e+000
8.568904821339682e+000	3.299803e+000
8.573459238881348e+000	3.299803e+000
8.582568073964682e+000	3.299803e+000
8.592333698964682e+000	3.299804e+000
8.602099323964682e+000	3.299805e+000
8.611864948964682e+000	3.299806e+000
8.621630573964682e+000	3.299806e+000
8.641161823964682e+000	3.299808e+000
8.660693073964682e+000	3.299809e+000
8.680224323964682e+000	3.299809e+000
8.709521198964682e+000	3.299811e+000
8.738818073964682e+000	3.299812e+000
8.768114948964682e+000	3.299813e+000
8.797411823964682e+000	3.299814e+000
8.826708698964682e+000	3.299814e+000
8.865771198964682e+000	3.299815e+000
8.904833698964682e+000	3.299815e+000
8.943896198964682e+000	3.299815e+000
8.982958698964682e+000	3.299814e+000
9.012255573964682e+000	3.299811e+000
9.022021198964682e+000	3.299807e+000
9.031786823964682e+000	3.299800e+000
9.033007527089682e+000	3.299798e+000
9.035448933339682e+000	3.299789e+000
9.036059284902182e+000	3.299786e+000
9.037279988027182e+000	3.299775e+000
9.037585163808432e+000	3.299771e+000
9.038195515370932e+000	3.299758e+000
9.038348103261557e+000	3.299752e+000
9.038653279042807e+000	3.299737e+000
9.038729572988119e+000	3.299731e+000
9.038882160878744e+000	3.299707e+000
9.039187336659994e+000	3.299596e+000
9.039263630605307e+000	3.299510e+000
9.039282704091635e+000	3.299463e+000
9.039287472463217e+000	3.299445e+000
9.039297009206381e+000	3.299386e+000
9.039316082692709e+000	3.299195e+000
9.039320851064291e+000	3.299044e+000
9.039330387807455e+000	3.298446e+000
9.039331249259714e+000	3.298304e+000
9.039332972164232e+000	3.297811e+000
9.039333402890360e+000	3.297593e+000
9.039334264342619e+000	3.296908e+000
9.039334431936986e+000	3.296707e+000
9.039334767125720e+000	3.296088e+000
9.039335159660784e+000	3.294964e+000
9.039335425098441e+000	3.293693e+000
9.039335583430209e+000	3.292389e+000
9.039335739229648e+000	3.290251e+000
9.039335866151117e+000	3.287290e+000
9.039335975459800e+000	3.282820e+000
9.039336067662831e+000	3.276142e+000
9.039336148634623e+000	3.265743e+000
9.039336223978715e+000	3.248314e+000
9.039336307106932e+000	3.215239e+000
9.039336383427818e+000	3.166177e+000
9.039336479269139e+000	3.078772e+000
9.039336588825938e+000	2.956747e+000
9.039336721789990e+000	2.794340e+000
9.039336871084602e+000	2.606058e+000
9.039337145497894e+000	2.256154e+000
9.039337694324480e+000	1.556422e+000
9.039338791977652e+000	2.202808e-001
9.039339028297691e+000	1.385319e-002
9.039339070375428e+000	1.251057e-003
9.039339089939720e+000	1.027867e-003
9.039339118594109e+000	8.545757e-004
9.039339171693618e+000	6.654582e-004
9.039339253022444e+000	5.081596e-004
9.039339340280641e+000	4.228149e-004
9.039339514797037e+000	3.452245e-004
9.039339781266126e+000	2.918692e-004
9.039340314204303e+000	2.526006e-004
9.039341380080657e+000	2.258990e-004
9.039343511833366e+000	2.104663e-004
9.039356302349614e+000	1.989206e-004
9.039373356371279e+000	1.978529e-004
9.066568191512557e+000	1.956455e-004
9.086099441512557e+000	1.942833e-004
9.105630691512557e+000	1.930562e-004
9.125161941512557e+000	1.919501e-004
9.144693191512557e+000	1.909531e-004
9.164224441512557e+000	1.900545e-004
9.183755691512557e+000	1.892445e-004
9.203286941512557e+000	1.885144e-004
9.222818191512557e+000	1.878563e-004
9.242349441512557e+000	1.872632e-004
9.261880691512557e+000	1.867288e-004
9.281411941512557e+000	1.862478e-004
9.300943191512557e+000	1.858160e-004
9.320474441512557e+000	1.854317e-004
9.340005691512557e+000	1.850967e-004
9.359536941512557e+000	1.848191e-004
9.379068191512557e+000	1.846164e-004
9.398599441512557e+000	1.845209e-004
9.418130691512557e+000	1.845877e-004
9.437661941512557e+000	1.849160e-004
9.457193191512557e+000	1.857062e-004
9.476724441512557e+000	1.874742e-004
9.496255691512557e+000	1.930773e-004
9.506021316512557e+000	1.992399e-004
9.507242019637557e+000	2.011679e-004
9.509683425887557e+000	2.075783e-004
9.510293777450057e+000	2.099924e-004
9.511514480575057e+000	2.281407e-004
9.513955886825057e+000	3.057734e-004
9.514032180770370e+000	3.199595e-004
9.514184768660995e+000	3.844009e-004
9.514222915633651e+000	4.468619e-004
9.514299209578963e+000	7.007137e-004
9.514301593764754e+000	7.209182e-004
9.514306362136336e+000	8.081238e-004
9.514315898879501e+000	1.087798e-003
9.514318283065292e+000	1.281416e-003
9.514323051436874e+000	2.015386e-003
9.514323544258733e+000	2.188747e-003
9.514324529902451e+000	2.773279e-003
9.514324776313380e+000	3.002743e-003
9.514325269135240e+000	3.656015e-003
9.514325392340705e+000	3.885916e-003
9.514325638751634e+000	4.563591e-003
9.514325925359632e+000	5.730199e-003
9.514326118476927e+000	6.979979e-003
9.514326260783188e+000	8.462567e-003
9.514326384363685e+000	1.052399e-002
9.514326495485930e+000	1.355203e-002
9.514326593642283e+000	1.805393e-002
9.514326680185601e+000	2.488607e-002
9.514326758638191e+000	3.567431e-002
9.514326833544017e+000	5.394343e-002
9.514326915674143e+000	8.801287e-002
9.514326993472272e+000	1.395291e-001
9.514327093526056e+000	2.323910e-001
9.514327205796398e+000	3.586404e-001
9.514327342639634e+000	5.265916e-001
9.514327497705191e+000	7.225075e-001
9.514327787400900e+000	1.092121e+000
9.514328366792318e+000	1.831153e+000
9.514329396494217e+000	3.085202e+000
9.514329623240323e+000	3.285088e+000
9.514329663557662e+000	3.298122e+000
9.514329684574188e+000	3.298784e+000
9.514329714198915e+000	3.299106e+000
9.514329741170029e+000	3.299241e+000
9.514329774298137e+000	3.299345e+000
9.514329840554355e+000	3.299466e+000
9.514329973066792e+000	3.299593e+000
9.514330102102054e+000	3.299654e+000
9.514330360172579e+000	3.299705e+000
9.514330852727664e+000	3.299745e+000
9.514331837837835e+000	3.299772e+000
9.514333808058177e+000	3.299788e+000
9.514337748498861e+000	3.299797e+000
9.514345629380227e+000	3.299801e+000
9.514361391142959e+000	3.299802e+000
9.518364878877149e+000	3.299803e+000
9.522399890136803e+000	3.299803e+000
9.530469912656113e+000	3.299803e+000
9.540235537656113e+000	3.299804e+000
9.550001162656113e+000	3.299805e+000
9.559766787656113e+000	3.299806e+000
9.569532412656113e+000	3.299806e+000
9.579298037656113e+000	3.299807e+000
9.598829287656113e+000	3.299808e+000
9.618360537656113e+000	3.299809e+000
9.637891787656113e+000	3.299810e+000
9.667188662656113e+000	3.299811e+000
9.696485537656113e+000	3.299812e+000
9.725782412656113e+000	3.299813e+000
9.755079287656113e+000	3.299814e+000
9.784376162656113e+000	3.299814e+000
9.823438662656113e+000	3.299815e+000
9.862501162656113e+000	3.299815e+000
9.901563662656113e+000	3.299815e+000
9.950391787656113e+000	3.299813e+000
9.969923037656113e+000	3.299808e+000
9.979688662656113e+000	3.299784e+000
9.989454287656113e+000	3.299713e+000
9.989473361142441e+000	3.299697e+000
9.989511508115097e+000	3.299625e+000
9.989521044858261e+000	3.299597e+000
9.989540118344589e+000	3.299513e+000
9.989544886716171e+000	3.299481e+000
9.989554423459335e+000	3.299391e+000
9.989556807645126e+000	3.299358e+000
9.989561576016708e+000	3.299230e+000
9.989571112759872e+000	3.298785e+000
9.989572353490820e+000	3.298624e+000
9.989574834952714e+000	3.298049e+000
9.989575218804527e+000	3.297891e+000
9.989575986508150e+000	3.297417e+000
9.989576178434056e+000	3.297250e+000
9.989576562285869e+000	3.296731e+000
9.989577109440916e+000	3.295667e+000
9.989577109462568e+000	3.295624e+000
9.989577109505870e+000	3.295527e+000
9.989577109592474e+000	3.295528e+000
9.989577109679425e+000	3.295570e+000
9.989577109784076e+000	3.295606e+000
9.989577109993377e+000	3.295650e+000
9.989577110411979e+000	3.295688e+000
9.989577111249183e+000	3.295707e+000
9.989577176954036e+000	3.295505e+000
9.989577243557559e+000	3.295262e+000
9.989577376764602e+000	3.294608e+000
9.989577643178691e+000	3.292609e+000
9.989577821350345e+000	3.290244e+000
9.989577958678350e+000	3.286870e+000
